"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"219965","occ","30389","","22645","Iguanodon bernissartensis","species","58905","Barremian","Early Aptian","129.4","122.46","19188"
"219971","occ","","","22648","Diplodocus longus","species","52920","Kimmeridgian","Tithonian","157.3","145","13100"
"219972","occ","12456","","22648","Camarasaurus","genus","38697","Kimmeridgian","Tithonian","157.3","145","13100"
"219973","occ","12664","","22648","Stegosaurus stenops","species","56491","Kimmeridgian","Tithonian","157.3","145","58803"
"219974","occ","12665","","22648","Brontosaurus excelsus","species","52982","Kimmeridgian","Tithonian","157.3","145","13281"
"219975","occ","","","22648","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","157.3","145","13098"
"219978","occ","15652","","22650","Diplodocidae","family","38664","Late Kimmeridgian","","155.7","150.8","15179"
"219980","occ","18816","","22650","Camarasaurus lentus","species","63764","Late Kimmeridgian","","155.7","150.8","19566"
"219990","occ","18103","","22652","Prosaurolophus blackfeetensis","species","57631","Campanian","","83.6","72.1","17718"
"219991","occ","","","22652","Saurischia","unranked clade","38505","Campanian","","83.6","72.1","5724"
"219992","occ","","","22653","Maiasaura peeblesorum","species","55574","Campanian","","83.6","72.1","5724"
"219993","occ","12168","","22653","Orodromeus makelai","species","64338","Campanian","","83.6","72.1","7404"
"219994","occ","","","22653","Theropoda","unranked clade","38513","Campanian","","83.6","72.1","5724"
"219997","occ","","","22654","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","5922"
"219998","occ","","","22654","Tyrannosaurus rex","species","54833","Late Campanian","","83.5","70.6","5922"
"219999","occ","","","22654","Ornithomimidae","family","38539","Late Campanian","","83.5","70.6","5922"
"220000","occ","","","22654","Nodosaurus","genus","38823","Late Campanian","","83.5","70.6","5922"
"220001","occ","","","22654","Ornithischia","unranked clade","38712","Late Campanian","","83.5","70.6","5922"
"220003","occ","","","22656","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","5923"
"220004","occ","","","22656","Chasmosaurus","genus","38855","Late Campanian","","83.5","70.6","5923"
"220008","occ","","","22657","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","5721"
"220009","occ","","","22657","Tyrannosaurus rex","species","54833","Late Campanian","","83.5","70.6","5721"
"220010","occ","13659","","22657","Centrosaurus apertus","species","63911","Late Campanian","","83.5","70.6","14847"
"220011","occ","","","22657","Velociraptor","genus","38564","Late Campanian","","83.5","70.6","5721"
"220012","occ","","","22657","Nodosauridae","family","38817","Late Campanian","","83.5","70.6","5721"
"220027","occ","23431","","22659","Mojoceratops","genus","170958","Late Campanian","","83.5","70.6","33878"
"220028","occ","","","22659","Gorgosaurus libratus","species","53194","Late Campanian","","83.5","70.6","5924"
"220029","occ","","","22659","Tyrannosauridae","family","38606","Late Campanian","","83.5","70.6","5924"
"220030","occ","","","22660","Aves","class","36616","Pliocene","","5.333","2.588","4923"
"220033","occ","","","22663","Coelophysis rhodesiensis","species","55541","Hettangian","Sinemurian","201.3","190.8","5925"
"220038","occ","13231","","22665","Kotasaurus yamanpalliensis","species","66498","Sinemurian","Pliensbachian","199.3","182.7","43786"
"220045","occ","","","16296","Coraciiformes","order","39368","Bridgerian","","50.3","46.2","5778"
"220046","occ","","","16296","Presbyornis","genus","39622","Bridgerian","","50.3","46.2","5778"
"220047","occ","","","16296","Strigiformes","order","39397","Bridgerian","","50.3","46.2","5778"
"220053","occ","","","17805","Anatidae","family","39624","Harrisonian","","24.8","20.43","5761"
"220055","occ","","","22678","Diplodocus","genus","38669","Late Kimmeridgian","Tithonian","155.7","145","5760"
"220056","occ","29729","","22678","Camarasaurus","genus","38697","Late Kimmeridgian","Tithonian","155.7","145","5760"
"220057","occ","","","22678","Stegosaurus","genus","38814","Late Kimmeridgian","Tithonian","155.7","145","5760"
"220058","occ","","","22678","Allosaurus","genus","38590","Late Kimmeridgian","Tithonian","155.7","145","5760"
"220059","occ","","","22678","Camptosaurus","genus","38748","Late Kimmeridgian","Tithonian","155.7","145","5760"
"220060","occ","","","22678","Barosaurus","genus","38666","Late Kimmeridgian","Tithonian","155.7","145","5760"
"220070","occ","12345","","22680","Plateosaurus longiceps","species","64684","Norian","","228","208.5","12994"
"220073","occ","21878","","22680","Liliensternus","genus","55542","Norian","","228","208.5","30215"
"220082","occ","","","22683","Plateosaurus longiceps","species","64684","Norian","","228","208.5","26308"
"220084","occ","","","22683","Liliensternus","genus","55542","Norian","","228","208.5","5702"
"220085","occ","23672","","22684","Prosauropoda","unranked clade","38634","Rhaetian","","208.5","201.3","12994"
"220087","occ","28163","","22684","Liliensternus","genus","55542","Rhaetian","","208.5","201.3","5702"
"220090","occ","","","22685","Velociraptor","genus","38564","Late Campanian","","83.5","70.6","5680"
"220091","occ","","","22685","Protoceratops","genus","38848","Late Campanian","","83.5","70.6","5680"
"220092","occ","","","22686","Protoceratops","genus","38848","Late Campanian","","83.5","70.6","5680"
"220095","occ","","","22687","Hypsilophodon foxii","species","54190","Late Hauterivian","Early Aptian","136.4","122.46","5672"
"220096","occ","","","22689","Prosaurolophus blackfeetensis","species","57631","Late Santonian","Early Campanian","85.8","70.6","5724"
"220097","occ","18104","","22689","Hypacrosaurus stebingeri","species","64339","Late Santonian","Early Campanian","85.8","70.6","17718"
"220098","occ","","","22689","Gryposaurus","genus","53014","Late Santonian","Early Campanian","85.8","70.6","5724"
"220099","occ","","","22689","Troodon formosus","species","54818","Late Santonian","Early Campanian","85.8","70.6","5724"
"220100","occ","","","22689","Tyrannosauridae","family","38606","Late Santonian","Early Campanian","85.8","70.6","5724"
"220108","occ","","","22691","Theropoda","unranked clade","38513","Campanian","","83.6","72.1","5724"
"220109","occ","","","22691","Maiasaura peeblesorum","species","55574","Campanian","","83.6","72.1","5724"
"220112","occ","","","22692","Theropoda","unranked clade","38513","Late Campanian","","83.5","70.6","5697"
"220113","occ","18106","","22692","Ankylosauridae","family","38831","Late Campanian","","83.5","70.6","17718"
"220114","occ","","","22693","Theropoda","unranked clade","38513","Campanian","","83.6","72.1","5697"
"220116","occ","","","22695","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","5929"
"220119","occ","","","22696","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","5929"
"220124","occ","23117","","22699","Pachyrhinosaurus lakustai","species","167138","Late Campanian","","83.5","70.6","32668"
"220125","occ","","","22700","Ornithischia","unranked clade","38712","Late Hauterivian","Early Aptian","136.4","122.46","5772"
"220135","occ","","","22703","Aves","class","36616","Aquitanian","Miocene","23.03","5.333","5927"
"220148","occ","","","22709","Theropoda","unranked clade","38513","Late Campanian","","83.5","70.6","5684"
"220149","occ","","","22709","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","5684"
"220150","occ","","","22709","Carnosauria","unranked clade","53943","Late Campanian","","83.5","70.6","5684"
"220162","occ","","","22711","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","15179"
"220163","occ","","","22711","Diplodocus","genus","38669","Kimmeridgian","Tithonian","157.3","145","15179"
"220164","occ","","","22711","Stegosaurus","genus","38814","Kimmeridgian","Tithonian","157.3","145","15179"
"220165","occ","","","22711","Dryosaurus","genus","38731","Kimmeridgian","Tithonian","157.3","145","15179"
"220166","occ","","","22711","Camptosaurus","genus","38748","Kimmeridgian","Tithonian","157.3","145","15179"
"220175","occ","","","22712","Larus","genus","36644","Piacenzian","","3.6","2.588","5666"
"220176","occ","","","22712","Stercorarius","genus","36648","Piacenzian","","3.6","2.588","5666"
"220178","occ","","","22712","Egretta","genus","142800","Piacenzian","","3.6","2.588","5666"
"220179","occ","","","22712","Anabernicula","genus","83430","Piacenzian","","3.6","2.588","5666"
"220180","occ","","","22712","Recurvirostra","genus","39588","Piacenzian","","3.6","2.588","5666"
"220181","occ","","","22712","Calidris","genus","83484","Piacenzian","","3.6","2.588","5666"
"220182","occ","","","22712","Calidris","genus","83484","Piacenzian","","3.6","2.588","5666"
"220190","occ","19089","","22713","Euornithopoda","unranked clade","52801","Aptian","","125","113","18905"
"220191","occ","13289","","22713","Dromaeosauridae","family","38561","Aptian","","125","113","7600"
"220199","occ","","","22717","Saurischia","unranked clade","38505","Kimmeridgian","Tithonian","157.3","145","9727"
"220200","occ","","","22717","Allosauridae","family","38589","Kimmeridgian","Tithonian","157.3","145","9727"
"220201","occ","","","22717","Diplodocidae","family","38664","Kimmeridgian","Tithonian","157.3","145","9727"
"220226","occ","23105","","22727","Iguanodon bernissartensis","species","58905","Aptian","","125","113","5691"
"220227","occ","30565","","22727","Mantellisaurus atherfieldensis","species","64255","Aptian","","125","113","5691"
"220228","occ","18442","","22727","Iguanodon bernissartensis","species","58905","Aptian","","125","113","5691"
"220247","occ","","","22731","Hesperornithiformes","order","36617","Middle Cenomanian","","99.6","93.5","5932"
"220299","occ","","","21340","Struthio","genus","39278","Serravallian","","13.82","11.62","4655"
"220300","occ","","","21340","Accipitridae","family","39323","Serravallian","","13.82","11.62","4655"
"220458","occ","","","21872","Accipitridae","family","39323","Pleistocene","Holocene","2.588","0","5220"
"220461","occ","","","21872","Struthio camelus","species","223891","Pleistocene","Holocene","2.588","0","5220"
"220495","occ","","","21882","Aves","class","36616","Holocene","","0.0117","0","5221"
"220507","occ","","","21883","Aves","class","36616","Pleistocene","Holocene","2.588","0","5221"
"220818","occ","","","21931","Aves","class","36616","Pleistocene","","2.588","0.0117","5241"
"220829","occ","","","21931","Struthio camelus","species","223891","Pleistocene","","2.588","0.0117","5241"
"220997","occ","","","21950","Struthio camelus","species","223891","Pleistocene","Holocene","2.588","0","5249"
"221077","occ","","","22333","Francolinus","genus","173506","Pliocene","Pleistocene","5.333","0.0117","4884"
"221080","occ","","","22333","Aves","class","36616","Pliocene","Pleistocene","5.333","0.0117","4884"
"221102","occ","","","22333","Coturnix","genus","143789","Pliocene","Pleistocene","5.333","0.0117","4884"
"221103","occ","","","22333","Turnix","genus","39348","Pliocene","Pleistocene","5.333","0.0117","4884"
"221104","occ","","","22333","Passer","genus","99164","Pliocene","Pleistocene","5.333","0.0117","4884"
"221105","occ","","","22333","Ploceus","genus","158472","Pliocene","Pleistocene","5.333","0.0117","4884"
"221113","occ","","","22333","Tyto","genus","39409","Pliocene","Pleistocene","5.333","0.0117","4884"
"221119","occ","","","22334","Aves","class","36616","Pliocene","Pleistocene","5.333","0.0117","4885"
"221226","occ","","","22471","Struthionidae","family","39276","Gelasian","Calabrian","2.588","0.781","4952"
"221279","occ","","","22628","Phalacrocorax","genus","39689","Early Pleistocene","","2.588","0.781","5653"
"221280","occ","18488","","22655","Styracosaurus albertensis","species","56144","Late Campanian","","83.5","70.6","18896"
"221281","occ","","","22659","Centrosaurus apertus","species","63911","Late Campanian","","83.5","70.6","18556"
"223788","occ","","","21627","Aves","class","36616","Gelasian","","2.588","1.806","4486"
"224274","occ","","","21750","Aves","class","36616","Gelasian","","2.588","1.806","4768"
"224622","occ","","","21798","Francolinus","genus","173506","Piacenzian","","3.6","2.588","4451"
"224625","occ","","","21798","Numida","genus","99148","Piacenzian","","3.6","2.588","4451"
"224645","occ","","","21799","Numida","genus","99148","Piacenzian","","3.6","2.588","4451"
"224670","occ","","","21800","Francolinus","genus","173506","Piacenzian","","3.6","2.588","4451"
"224729","occ","","","21804","Francolinus","genus","173506","Gelasian","","2.588","1.806","4451"
"224730","occ","","","21804","Numida","genus","99148","Gelasian","","2.588","1.806","4451"
"224736","occ","","","21804","Streptopelia","genus","158293","Gelasian","","2.588","1.806","4451"
"224759","occ","","","21805","Francolinus","genus","173506","Gelasian","","2.588","1.806","4451"
"224779","occ","","","21806","Francolinus","genus","173506","Piacenzian","","3.6","2.588","4451"
"224780","occ","","","21806","Numida","genus","99148","Piacenzian","","3.6","2.588","4451"
"224783","occ","","","21806","Francolinus","genus","173506","Piacenzian","","3.6","2.588","4451"
